category_id,category,field_id,field,name,explanation
4,Interests & Consumer Habits,1058,xpbb.propensity_mail_order_multibuyer_code,xpbb.propensity_mail_order_multibuyer_code,"Experian Field ID: 4945; Experian Datapoint Match Level: Household; Mailorder Multibuyer ; MO Multi Prop, Self reported data 8533 Z mailorder multibuyer ; mailorder multibuyer propensities indicates a household has self reported as a mail order multibuye"
4,Interests & Consumer Habits,1059,xpbb.behaviorbank_classical_opera_big_band_music,xpbb.behaviorbank_classical_opera_big_band_music,Experian Field ID: 4866; Experian Datapoint Match Level: Household; Classical/opera/big band music
4,Interests & Consumer Habits,1060,xpbb.propensity_classical_opera_big_band_music_code,xpbb.propensity_classical_opera_big_band_music_code,"Experian Field ID: 5074; Experian Datapoint Match Level: Household; Music cl/op/bb ; Music cl/op/bb Propensity, Self reported 8561 Z Music classical opera big band ; Music classical opera big band Propensity indicates a household's self-reported interest"
4,Interests & Consumer Habits,1061,xpbb.behaviorbank_country_music,xpbb.behaviorbank_country_music,Experian Field ID: 4867; Experian Datapoint Match Level: Household; Country music
4,Interests & Consumer Habits,1062,xpbb.propensity_country_music_code,xpbb.propensity_country_music_code,"Experian Field ID: 5076; Experian Datapoint Match Level: Household; Music country ; Music country Propensity, Self reported data 8562 Z Music country ; Music country Propensity indicates a household's self-reported interest in country music. BehaviorBank"
4,Interests & Consumer Habits,1063,xpbb.behaviorbank_christian_music,xpbb.behaviorbank_christian_music,Experian Field ID: 4868; Experian Datapoint Match Level: Household; Christian music
4,Interests & Consumer Habits,1064,xpbb.propensity_christian_music_code,xpbb.propensity_christian_music_code,"Experian Field ID: 5078; Experian Datapoint Match Level: Household; Music Christian ; Music Christian Propensity, Self reported 8563 Z Music Christian ; Music Christian Propensity indicates a household's self-reported interest in Christian music. Behavio"
4,Interests & Consumer Habits,1065,xpbb.behaviorbank_interest_in_music,xpbb.behaviorbank_interest_in_music,Experian Field ID: 4825; Experian Datapoint Match Level: Household; Interest in music
4,Interests & Consumer Habits,1066,xpbb.propensity_interest_in_music_code,xpbb.propensity_interest_in_music_code,"Experian Field ID: 4919; Experian Datapoint Match Level: Household; Music ; Music Propensity, Self reported data 8520 Z music ; music propensities indicates a household's self reported interest in music. BehaviorBank Household Indicators groups similar s"
4,Interests & Consumer Habits,1067,xpbb.behaviorbank_oldies_music,xpbb.behaviorbank_oldies_music,Experian Field ID: 4869; Experian Datapoint Match Level: Household; Oldies music
4,Interests & Consumer Habits,1068,xpbb.propensity_oldies_music_code,xpbb.propensity_oldies_music_code,"Experian Field ID: 5080; Experian Datapoint Match Level: Household; Music oldies ; Music oldies Propensity, Self reported data 8564 Z Music oldies ; Music oldies Propensity indicates a household's self-reported interest in oldies music. BehaviorBank Hous"
4,Interests & Consumer Habits,1069,xpbb.behaviorbank_rock_music,xpbb.behaviorbank_rock_music,Experian Field ID: 4870; Experian Datapoint Match Level: Household; Rock music
4,Interests & Consumer Habits,1070,xpbb.propensity_rock_music_code,xpbb.propensity_rock_music_code,"Experian Field ID: 5082; Experian Datapoint Match Level: Household; Music rock ; Music rock Propensity, Self reported data 8565 Z Music rock ; Music rock Propensity indicates a household's self-reported interest in rock music. BehaviorBank Household Indi"
4,Interests & Consumer Habits,1071,xpbb.behaviorbank_invests_in_mutual_funds_annuities,xpbb.behaviorbank_invests_in_mutual_funds_annuities,Experian Field ID: 4834; Experian Datapoint Match Level: Household; Invests in mutual funds/annuities
4,Interests & Consumer Habits,1072,xpbb.propensity_invests_mutual_funds_annuities_code,xpbb.propensity_invests_mutual_funds_annuities_code,"Experian Field ID: 4937; Experian Datapoint Match Level: Household; Mutual ; Mutual Propensity, Self reported data 8529 Z mutual ; mutual propensities indicates a household's self reported investments in mutual funds/annuities. BehaviorBank Household Ind"
4,Interests & Consumer Habits,1073,xpbb.behaviorbank_internet_online_subscriber,xpbb.behaviorbank_internet_online_subscriber,Experian Field ID: 4871; Experian Datapoint Match Level: Household; Internet online subscriber indicates a household has self reported being an internet/online subscriber. BehaviorBank Household Indicators groups similar self-reported elements into sligh
4,Interests & Consumer Habits,1074,xpbb.behaviorbank_interest_in_the_outdoors,xpbb.behaviorbank_interest_in_the_outdoors,Experian Field ID: 4812; Experian Datapoint Match Level: Household; Interest in the outdoors
4,Interests & Consumer Habits,1075,xpbb.propensity_interest_in_the_outdoors_code,xpbb.propensity_interest_in_the_outdoors_code,"Experian Field ID: 4893; Experian Datapoint Match Level: Household; Outdoor ; Outdoor Propensity, Self reported data 8507 Z outdoor ; outdoor propensities indicates a household's self reported interest in the outdoors. BehaviorBank Household Indicators g"
4,Interests & Consumer Habits,1076,xpbb.behaviorbank_personal_care_beauty_care,xpbb.behaviorbank_personal_care_beauty_care,Experian Field ID: 4872; Experian Datapoint Match Level: Household; Personal care/beauty care
4,Interests & Consumer Habits,1077,xpbb.propensity_personal_care_beauty_care_code,xpbb.propensity_personal_care_beauty_care_code,"Experian Field ID: 5084; Experian Datapoint Match Level: Household; Personal beauty ; Personal beauty Propensity, Self reported 8567 Z Personal care beauty ; Personal care beauty Propensity indicates a household's self-reported interest in Personal care "
4,Interests & Consumer Habits,1078,xpbb.behaviorbank_pet_enthusiast,xpbb.behaviorbank_pet_enthusiast,Experian Field ID: 4808; Experian Datapoint Match Level: Household; Pet enthusiast
4,Interests & Consumer Habits,1079,xpbb.propensity_pet_enthusiast_code,xpbb.propensity_pet_enthusiast_code,Experian Field ID: 4885; Experian Datapoint Match Level: Household; Z pets ; pets propensities indicates a household's self reported pet enthusiast. BehaviorBank Household Indicators groups similar self-reported elements into slightly broader categories.
4,Interests & Consumer Habits,1080,xpbb.behaviorbank_interest_in_photography,xpbb.behaviorbank_interest_in_photography,Experian Field ID: 4873; Experian Datapoint Match Level: Household; Interest in photography
4,Interests & Consumer Habits,1081,xpbb.propensity_interest_in_photography_code,xpbb.propensity_interest_in_photography_code,"Experian Field ID: 5088; Experian Datapoint Match Level: Household; Photography ; Photography Propensity, Self reported data 8568 Z Photography ; Photography Propensity indicates a household's self-reported interest in Photography. BehaviorBank Household"
4,Interests & Consumer Habits,1082,xpbb.behaviorbank_interest_in_politics,xpbb.behaviorbank_interest_in_politics,Experian Field ID: 4824; Experian Datapoint Match Level: Household; Interest in politics
4,Interests & Consumer Habits,1083,xpbb.propensity_interest_in_politics_code,xpbb.propensity_interest_in_politics_code,"Experian Field ID: 4917; Experian Datapoint Match Level: Household; Politics ; Politics Propensity, Self reported data 8519 Z politics ; politics propensities indicates a household's self reported interest in politics. BehaviorBank Household Indicators g"
4,Interests & Consumer Habits,1084,xpbb.behaviorbank_purchase_via_online,xpbb.behaviorbank_purchase_via_online,Experian Field ID: 4874; Experian Datapoint Match Level: Household; Purchase via online
4,Interests & Consumer Habits,1085,xpbb.propensity_purchase_via_online_code,xpbb.propensity_purchase_via_online_code,"Experian Field ID: 5086; Experian Datapoint Match Level: Household; Buy online ; Buy online Propensity, Self reported data 8569 Z Buy online ; Buy online Propensity indicates a household's self-reported behavior to Buy online. BehaviorBank Household Indi"
4,Interests & Consumer Habits,1086,xpbb.behaviorbank_purchase_via_phone,xpbb.behaviorbank_purchase_via_phone,Experian Field ID: 4836; Experian Datapoint Match Level: Household; Purchase via phone
4,Interests & Consumer Habits,1087,xpbb.propensity_purchase_via_phone_code,xpbb.propensity_purchase_via_phone_code,"Experian Field ID: 4941; Experian Datapoint Match Level: Household; Buys By Phone ; Buys By Phone Propensity, Self reported data 8531 Z buys by phone ; buys by phone propensities indicates a household has self reported to purchase via phone. BehaviorBank"
4,Interests & Consumer Habits,1088,xpbb.behaviorbank_purchase_via_television,xpbb.behaviorbank_purchase_via_television,Experian Field ID: 4837; Experian Datapoint Match Level: Household; Purchase via television
4,Interests & Consumer Habits,1089,xpbb.propensity_purchase_via_television_code,xpbb.propensity_purchase_via_television_code,"Experian Field ID: 4943; Experian Datapoint Match Level: Household; Buys By TV ; Buys By TV Propensity, Self reported data 8532 Z buys by TV ; buys by TV propensities indicates a household has self reported to purchase via television. BehaviorBank Househ"
4,Interests & Consumer Habits,1090,xpbb.behaviorbank_interest_in_reading,xpbb.behaviorbank_interest_in_reading,Experian Field ID: 4826; Experian Datapoint Match Level: Household; Interest in reading
4,Interests & Consumer Habits,1091,xpbb.propensity_interest_in_reading_code,xpbb.propensity_interest_in_reading_code,"Experian Field ID: 4921; Experian Datapoint Match Level: Household; Reader ; Reader Propensity, Self reported data 8521 Z reader ; reader propensities indicates a household's self reported interest in reading. BehaviorBank Household Indicators groups sim"
4,Interests & Consumer Habits,1092,xpbb.behaviorbank_interest_in_religion,xpbb.behaviorbank_interest_in_religion,Experian Field ID: 4830; Experian Datapoint Match Level: Household; Interest in religion
4,Interests & Consumer Habits,1093,xpbb.propensity_interest_in_religion_code,xpbb.propensity_interest_in_religion_code,"Experian Field ID: 4929; Experian Datapoint Match Level: Household; Religion ; Religion Propensity, Self reported data 8525 Z religion ; religion propensities indicates a household's self reported interest in religion. BehaviorBank Household Indicators g"
4,Interests & Consumer Habits,1094,xpbb.behaviorbank_regular_prescription_drug_users,xpbb.behaviorbank_regular_prescription_drug_users,Experian Field ID: 3512; Experian Datapoint Match Level: Household; Regular Prescription Drug Users
4,Interests & Consumer Habits,1095,xpbb.propensity_prescription_drug_user_code,xpbb.propensity_prescription_drug_user_code,"Experian Field ID: 5127; Experian Datapoint Match Level: Household; RX Drugs ; RX Drugs Propensity, Self reported data 8577 Z RX Drugs indicates a household has self reported using prescription drugs. BehaviorBank Household Indicators groups similar self"
